resume_text,category
"Built and improved classification model by applying TensorFlow, Python, NLP, PyTorch and feature selection, training pipeline, presentation skills. Additional keywords: deep learning computer vision.",AI/ML
"Built and improved product design by applying AutoCAD, FMEA, CAD, MATLAB and finite element analysis, documentation, tolerance stack-up. Additional keywords: GD&T CAD.",Mechanical Engineering
"Worked on imaging workflow using PCR, healthcare analytics, biostatistics, bioinformatics and delivered results through problem solving, research methodology, lab protocol. Additional keywords: signal processing medical imaging.",Biomedical
"campaign planning, SEO, social media, content strategy focused on content calendar with experience in performance reporting, stakeholder communication, conversion optimization. Additional keywords: campaign planning CRM.",Marketing
"Hands-on experience with CRM, campaign planning, Google Analytics, content strategy in brand launch, including performance reporting, market research, process improvement. Additional keywords: lead generation CRM.",Marketing
"Worked on investment analysis using taxation, accounting, valuation, budgeting and delivered results through KPI tracking, variance analysis, compliance review. Additional keywords: valuation forecasting.",Finance
"Professional background includes content strategy, brand management, SEO, lead generation, customer funnel, and strong emphasis on market research, problem solving, stakeholder communication. Additional keywords: social media Google Analytics.",Marketing
"Professional background includes surveying, AutoCAD, RCC design, structural analysis, bridge design, and strong emphasis on quality control, business analysis, vendor coordination. Additional keywords: RCC design construction management.",Civil Engineering
"Built and improved data cleaning workflow by applying statistics, NumPy, SQL, data visualization and process improvement, A/B testing, dashboard reporting. Additional keywords: Python scikit-learn.",Data Science
"Flask, SQL, JavaScript, Python focused on full-stack portal with experience in presentation skills, cloud deployment, code review. Additional keywords: Git Java.",Software Engineering
"Built and improved infrastructure planning by applying AutoCAD, structural analysis, Revit, site execution and process improvement, safety compliance, presentation skills. Additional keywords: surveying AutoCAD.",Civil Engineering
"Professional background includes PyTorch, model tuning, Python, NLP, neural network, and strong emphasis on training pipeline, MLOps, data preprocessing. Additional keywords: computer vision deep learning.",AI/ML
"Professional background includes medical imaging, PCR, clinical research, MATLAB, imaging workflow, and strong emphasis on technical writing, research methodology, data interpretation. Additional keywords: signal processing biostatistics.",Biomedical
"biostatistics, PCR, clinical research, bioinformatics focused on device validation with experience in documentation, lab protocol, data interpretation. Additional keywords: bioinformatics PCR.",Biomedical
"Professional background includes NLP, deep learning, Python, machine learning, LLM assistant, and strong emphasis on hyperparameter optimization, feature selection, cross-functional collaboration. Additional keywords: PyTorch model tuning.",AI/ML
"Hands-on experience with NumPy, model evaluation, scikit-learn, Pandas in analytics dashboard, including business analysis, feature engineering, A/B testing. Additional keywords: Pandas statistics.",Data Science
"Built and improved imaging workflow by applying MATLAB, PCR, biostatistics, medical imaging and data interpretation, lab protocol, process improvement. Additional keywords: MATLAB medical imaging.",Biomedical
"Professional background includes content strategy, brand management, SEO, lead generation, content calendar, and strong emphasis on audience segmentation, presentation skills, market research. Additional keywords: brand management Google Analytics.",Marketing
"Hands-on experience with CAD, FMEA, SolidWorks, AutoCAD in manufacturing line, including cross-functional collaboration, process optimization, quality inspection. Additional keywords: CAD AutoCAD.",Mechanical Engineering
"Hands-on experience with biostatistics, PCR, healthcare analytics, signal processing in diagnostic system, including equipment testing, research methodology, regulatory documentation. Additional keywords: signal processing biostatistics.",Biomedical
"Built and improved diagnostic system by applying MATLAB, healthcare analytics, clinical research, bioinformatics and presentation skills, equipment testing, regulatory documentation. Additional keywords: PCR healthcare analytics.",Biomedical
